,zip,Latitude,Longitude,Mapped Location,geometry,latlong,Date,Is Violation,Cluster Name,Facility Type,# Cases,Is Cluster
25387,37203.0,36.14263362248104,-86.7706514039673,"(36.142633622481036, -86.7706514039673)",POINT (-86.77065140396731 36.14263362248104),"[36.14263362248104, -86.7706514039673]",2020-04-07,1.0,0,0,0.0,0.0
25433,37203.0,36.1490396,-86.77227289999998,"(36.1490396, -86.77227289999999)",POINT (-86.77227289999998 36.1490396),"[36.1490396, -86.77227289999998]",2020-04-13,1.0,0,0,0.0,0.0
25487,37203.0,36.154809,-86.80547250000002,"(36.154809, -86.80547250000001)",POINT (-86.80547250000002 36.154809),"[36.154809, -86.80547250000002]",2020-04-01,1.0,0,0,0.0,0.0
25570,37203.0,36.160490100000004,-86.7784147,"(36.1604901, -86.7784147)",POINT (-86.7784147 36.1604901),"[36.160490100000004, -86.7784147]",2020-04-17,1.0,0,0,0.0,0.0
25582,37203.0,36.15243470804256,-86.79197914855546,"(36.152434708042556, -86.79197914855546)",POINT (-86.79197914855546 36.15243470804256),"[36.15243470804256, -86.79197914855546]",2020-04-02,1.0,0,0,0.0,0.0
25593,37203.0,36.151309999999995,-86.78911,"(36.15131, -86.78911)",POINT (-86.78910999999999 36.15131),"[36.151309999999995, -86.78911]",2020-04-07,1.0,0,0,0.0,0.0
25594,37203.0,36.154422,-86.77407600000001,"(36.154422000000004, -86.774076)",POINT (-86.77407600000001 36.154422),"[36.154422, -86.77407600000001]",2020-04-07,1.0,0,0,0.0,0.0
25600,37203.0,36.15976871160554,-86.79358839999998,"(36.15976871160554, -86.79358839999999)",POINT (-86.79358839999998 36.15976871160554),"[36.15976871160554, -86.79358839999998]",2020-07-27,1.0,0,0,0.0,0.0
25630,37203.0,36.15558674268586,-86.79636802149584,"(36.15558674268586, -86.79636802149585)",POINT (-86.79636802149584 36.15558674268586),"[36.15558674268586, -86.79636802149584]",2020-04-01,1.0,0,0,0.0,0.0
25640,37203.0,36.149931,-86.779485,"(36.149931, -86.779485)",POINT (-86.77948499999999 36.149931),"[36.149931, -86.779485]",2020-04-02,1.0,0,0,0.0,0.0
25685,37203.0,36.14417904676992,-86.82034240957157,"(36.14417904676992, -86.82034240957158)",POINT (-86.82034240957157 36.14417904676992),"[36.14417904676992, -86.82034240957157]",2020-04-01,1.0,0,0,0.0,0.0
25796,37203.0,36.14755211160031,-86.77224969325407,"(36.147552111600305, -86.77224969325408)",POINT (-86.77224969325407 36.14755211160031),"[36.14755211160031, -86.77224969325407]",2020-04-07,1.0,0,0,0.0,0.0
25857,37203.0,36.16426096160739,-86.79174033695807,"(36.16426096160739, -86.79174033695806)",POINT (-86.79174033695807 36.16426096160739),"[36.16426096160739, -86.79174033695807]",2020-04-17,1.0,0,0,0.0,0.0
25935,37203.0,36.15914491217769,-86.77857513373863,"(36.15914491217769, -86.77857513373863)",POINT (-86.77857513373863 36.15914491217769),"[36.15914491217769, -86.77857513373863]",2020-04-02,1.0,0,0,0.0,0.0
25998,37203.0,36.13100416159329,-86.77300319325407,"(36.13100416159329, -86.77300319325408)",POINT (-86.77300319325407 36.13100416159329),"[36.13100416159329, -86.77300319325407]",2020-04-29,1.0,0,0,0.0,0.0
26085,37203.0,36.140212476828275,-86.77455374722322,"(36.14021247682827, -86.77455374722322)",POINT (-86.77455374722322 36.14021247682827),"[36.140212476828275, -86.77455374722322]",2020-04-03,1.0,0,0,0.0,0.0
26144,37203.0,36.1551701,-86.80339920000002,"(36.1551701, -86.80339920000002)",POINT (-86.80339920000002 36.1551701),"[36.1551701, -86.80339920000002]",2020-04-03,1.0,0,0,0.0,0.0
26348,37203.0,36.15884951160514,-86.7903965067459,"(36.15884951160514, -86.7903965067459)",POINT (-86.79039650674591 36.15884951160514),"[36.15884951160514, -86.7903965067459]",2020-04-04,1.0,0,0,0.0,0.0
26441,37203.0,36.1490396,-86.77227289999998,"(36.1490396, -86.77227289999999)",POINT (-86.77227289999998 36.1490396),"[36.1490396, -86.77227289999998]",2020-04-08,1.0,0,0,0.0,0.0
26460,37203.0,36.15776525970652,-86.80248128753206,"(36.15776525970652, -86.80248128753206)",POINT (-86.80248128753206 36.15776525970652),"[36.15776525970652, -86.80248128753206]",2020-05-14,1.0,0,0,0.0,0.0
26683,37203.0,36.1475013116003,-86.79908780000001,"(36.1475013116003, -86.7990878)",POINT (-86.79908780000001 36.1475013116003),"[36.1475013116003, -86.79908780000001]",2020-08-15,1.0,0,0,0.0,0.0
26841,37203.0,36.14343561159862,-86.78414099999998,"(36.14343561159862, -86.78414099999999)",POINT (-86.78414099999998 36.14343561159862),"[36.14343561159862, -86.78414099999998]",2020-04-08,1.0,0,0,0.0,0.0
26926,37203.0,36.15984829999999,-86.77987990000001,"(36.1598483, -86.7798799)",POINT (-86.77987990000001 36.15984829999999),"[36.15984829999999, -86.77987990000001]",2020-04-08,1.0,0,0,0.0,0.0
27010,37203.0,36.15421,-86.79948,"(36.15421, -86.79948)",POINT (-86.79948 36.15421),"[36.15421, -86.79948]",2020-04-08,1.0,0,0,0.0,0.0
27348,37203.0,36.143308711598536,-86.76700210000001,"(36.14330871159854, -86.76700210000001)",POINT (-86.76700210000001 36.14330871159854),"[36.143308711598536, -86.76700210000001]",2020-04-08,1.0,0,0,0.0,0.0
27790,37203.0,36.14339541963394,-86.78415022156523,"(36.14339541963394, -86.78415022156524)",POINT (-86.78415022156523 36.14339541963394),"[36.14339541963394, -86.78415022156523]",2020-04-13,1.0,0,0,0.0,0.0
28028,37203.0,36.168437451840006,-86.79052995625617,"(36.168437451840006, -86.79052995625615)",POINT (-86.79052995625617 36.16843745184001),"[36.168437451840006, -86.79052995625617]",2020-04-03,1.0,0,0,0.0,0.0
28059,37203.0,36.168437451840006,-86.79052995625617,"(36.168437451840006, -86.79052995625615)",POINT (-86.79052995625617 36.16843745184001),"[36.168437451840006, -86.79052995625617]",2020-04-02,1.0,0,0,0.0,0.0
28107,37203.0,36.168437451840006,-86.79052995625617,"(36.168437451840006, -86.79052995625615)",POINT (-86.79052995625617 36.16843745184001),"[36.168437451840006, -86.79052995625617]",2020-04-03,1.0,0,0,0.0,0.0
28109,37203.0,36.152238633565226,-86.80125499614269,"(36.152238633565226, -86.80125499614269)",POINT (-86.80125499614269 36.15223863356523),"[36.152238633565226, -86.80125499614269]",2020-04-03,1.0,0,0,0.0,0.0
28111,37203.0,36.15620037743111,-86.80769451581169,"(36.15620037743111, -86.80769451581168)",POINT (-86.80769451581169 36.15620037743111),"[36.15620037743111, -86.80769451581169]",2020-04-02,1.0,0,0,0.0,0.0
28256,37203.0,36.15770379999999,-86.7927054,"(36.1577038, -86.7927054)",POINT (-86.7927054 36.15770379999999),"[36.15770379999999, -86.7927054]",2020-07-25,1.0,0,0,0.0,0.0
28516,37203.0,36.14451,-86.81238,"(36.14451, -86.81238)",POINT (-86.81238 36.14451),"[36.14451, -86.81238]",2020-04-13,1.0,0,0,0.0,0.0
28545,37203.0,36.160740000000004,-86.77942,"(36.16074, -86.77942)",POINT (-86.77942 36.16074),"[36.160740000000004, -86.77942]",2020-04-23,1.0,0,0,0.0,0.0
28584,37203.0,36.15831,-86.79229000000001,"(36.15831, -86.79229)",POINT (-86.79229000000001 36.15831),"[36.15831, -86.79229000000001]",2020-04-13,1.0,0,0,0.0,0.0
28698,37203.0,36.1490396,-86.77227289999998,"(36.1490396, -86.77227289999999)",POINT (-86.77227289999998 36.1490396),"[36.1490396, -86.77227289999998]",2020-04-09,1.0,0,0,0.0,0.0
28890,37203.0,36.158901061605135,-86.78281709580997,"(36.15890106160513, -86.78281709580997)",POINT (-86.78281709580997 36.15890106160514),"[36.158901061605135, -86.78281709580997]",2020-04-08,1.0,0,0,0.0,0.0
28961,37203.0,36.14988721160129,-86.79635179325408,"(36.14988721160129, -86.79635179325408)",POINT (-86.79635179325408 36.14988721160129),"[36.14988721160129, -86.79635179325408]",2020-06-28,1.0,0,0,0.0,0.0
29101,37203.0,36.152652200000006,-86.7750016,"(36.1526522, -86.7750016)",POINT (-86.7750016 36.15265220000001),"[36.152652200000006, -86.7750016]",2020-04-19,1.0,0,0,0.0,0.0
29392,37203.0,36.1437122,-86.7791043,"(36.1437122, -86.7791043)",POINT (-86.7791043 36.1437122),"[36.1437122, -86.7791043]",2020-04-19,1.0,0,0,0.0,0.0
29393,37203.0,36.1583073,-86.7922933,"(36.1583073, -86.7922933)",POINT (-86.7922933 36.1583073),"[36.1583073, -86.7922933]",2020-04-19,1.0,0,0,0.0,0.0
29515,37203.0,36.15911,-86.78283,"(36.15911, -86.78283)",POINT (-86.78283 36.15911),"[36.15911, -86.78283]",2020-04-09,1.0,0,0,0.0,0.0
30120,37203.0,36.130720000000004,-86.76304,"(36.13072, -86.76304)",POINT (-86.76304 36.13072),"[36.130720000000004, -86.76304]",2020-08-06,1.0,0,0,0.0,0.0
30193,37203.0,36.158901061605135,-86.78281760674591,"(36.15890106160513, -86.78281760674591)",POINT (-86.78281760674591 36.15890106160514),"[36.158901061605135, -86.78281760674591]",2020-04-09,1.0,0,0,0.0,0.0
30342,37203.0,36.15146,-86.78519,"(36.15146, -86.78519)",POINT (-86.78519 36.15146),"[36.15146, -86.78519]",2020-04-09,1.0,0,0,0.0,0.0
30835,37203.0,36.150516461601576,-86.79643029325409,"(36.15051646160158, -86.7964302932541)",POINT (-86.79643029325409 36.15051646160158),"[36.150516461601576, -86.79643029325409]",2020-05-08,1.0,0,0,0.0,0.0
30855,37203.0,36.14381489999999,-86.81966790000001,"(36.14381489999999, -86.81966790000001)",POINT (-86.81966790000001 36.14381489999999),"[36.14381489999999, -86.81966790000001]",2020-04-19,1.0,0,0,0.0,0.0
30958,37203.0,36.152652200000006,-86.7750016,"(36.1526522, -86.7750016)",POINT (-86.7750016 36.15265220000001),"[36.152652200000006, -86.7750016]",2020-04-19,1.0,0,0,0.0,0.0
31986,37203.0,36.14381489999999,-86.81966790000001,"(36.14381489999999, -86.81966790000001)",POINT (-86.81966790000001 36.14381489999999),"[36.14381489999999, -86.81966790000001]",2020-04-21,1.0,0,0,0.0,0.0
32014,37203.0,36.157990000000005,-86.78424,"(36.15799, -86.78424)",POINT (-86.78424 36.15799000000001),"[36.157990000000005, -86.78424]",2020-05-05,1.0,0,0,0.0,0.0
32204,37203.0,36.14370873632016,-86.77910652011633,"(36.143708736320164, -86.77910652011633)",POINT (-86.77910652011633 36.14370873632016),"[36.14370873632016, -86.77910652011633]",2020-04-20,1.0,0,0,0.0,0.0
32243,37203.0,36.145288,-86.7793791,"(36.145288, -86.7793791)",POINT (-86.7793791 36.145288),"[36.145288, -86.7793791]",2020-04-16,1.0,0,0,0.0,0.0
32340,37203.0,36.14381489999999,-86.81966790000001,"(36.14381489999999, -86.81966790000001)",POINT (-86.81966790000001 36.14381489999999),"[36.14381489999999, -86.81966790000001]",2020-04-21,1.0,0,0,0.0,0.0
32387,37203.0,36.16533521160789,-86.78969299325406,"(36.16533521160789, -86.78969299325408)",POINT (-86.78969299325406 36.16533521160789),"[36.16533521160789, -86.78969299325406]",2020-04-24,1.0,0,0,0.0,0.0
32506,37203.0,36.1540977,-86.80610659999998,"(36.1540977, -86.80610659999999)",POINT (-86.80610659999998 36.1540977),"[36.1540977, -86.80610659999998]",2020-06-23,1.0,0,0,0.0,0.0
32679,37203.0,36.158024100000006,-86.791938,"(36.1580241, -86.791938)",POINT (-86.791938 36.15802410000001),"[36.158024100000006, -86.791938]",2020-04-16,1.0,0,0,0.0,0.0
32908,37203.0,36.149809999999995,-86.79634,"(36.14981, -86.79634)",POINT (-86.79634 36.14981),"[36.149809999999995, -86.79634]",2020-04-29,1.0,0,0,0.0,0.0
34465,37203.0,36.155369961603654,-86.77470359325409,"(36.15536996160366, -86.77470359325409)",POINT (-86.77470359325409 36.15536996160365),"[36.155369961603654, -86.77470359325409]",2020-04-17,1.0,0,0,0.0,0.0
34689,37203.0,36.1461777,-86.8089392,"(36.1461777, -86.8089392)",POINT (-86.8089392 36.1461777),"[36.1461777, -86.8089392]",2020-04-24,1.0,0,0,0.0,0.0
34715,37203.0,36.14397028878873,-86.81948003678056,"(36.14397028878873, -86.81948003678056)",POINT (-86.81948003678056 36.14397028878873),"[36.14397028878873, -86.81948003678056]",2020-04-21,1.0,0,0,0.0,0.0
34794,37203.0,36.15794,-86.79924,"(36.15794, -86.79924)",POINT (-86.79924 36.15794),"[36.15794, -86.79924]",2020-05-26,1.0,0,0,0.0,0.0
34993,37203.0,36.1585588,-86.79933779999998,"(36.1585588, -86.79933779999999)",POINT (-86.79933779999998 36.1585588),"[36.1585588, -86.79933779999998]",2020-09-13,1.0,0,0,0.0,0.0
35472,37203.0,36.13316865169249,-86.76599930275589,"(36.133168651692486, -86.76599930275589)",POINT (-86.76599930275589 36.13316865169249),"[36.13316865169249, -86.76599930275589]",2020-04-29,1.0,0,0,0.0,0.0
35596,37203.0,36.14343561159857,-86.78414099999998,"(36.14343561159857, -86.78414099999999)",POINT (-86.78414099999998 36.14343561159857),"[36.14343561159857, -86.78414099999998]",2020-04-07,1.0,0,0,0.0,0.0
35631,37203.0,36.15495,-86.77711,"(36.15495, -86.77711)",POINT (-86.77710999999999 36.15495),"[36.15495, -86.77711]",2020-04-06,1.0,0,0,0.0,0.0
35682,37203.0,36.143694599999996,-86.7792417,"(36.1436946, -86.7792417)",POINT (-86.7792417 36.1436946),"[36.143694599999996, -86.7792417]",2020-04-29,1.0,0,0,0.0,0.0
35711,37203.0,36.15172356160213,-86.79301210000001,"(36.151723561602125, -86.79301210000001)",POINT (-86.79301210000001 36.15172356160213),"[36.15172356160213, -86.79301210000001]",2020-04-07,1.0,0,0,0.0,0.0
35822,37203.0,36.148719187470405,-86.77207661679586,"(36.14871918747041, -86.77207661679586)",POINT (-86.77207661679586 36.14871918747041),"[36.148719187470405, -86.77207661679586]",2020-04-01,1.0,0,0,0.0,0.0
35857,37203.0,36.13649,-86.7671,"(36.13649, -86.7671)",POINT (-86.7671 36.13649),"[36.13649, -86.7671]",2020-04-09,1.0,0,0,0.0,0.0
35864,37203.0,36.159114,-86.78283370000001,"(36.159114, -86.7828337)",POINT (-86.78283370000001 36.159114),"[36.159114, -86.78283370000001]",2020-04-10,1.0,0,0,0.0,0.0
35939,37203.0,36.1490396,-86.77227289999998,"(36.1490396, -86.77227289999999)",POINT (-86.77227289999998 36.1490396),"[36.1490396, -86.77227289999998]",2020-04-10,1.0,0,0,0.0,0.0
36421,37203.0,36.152219200000005,-86.7984352,"(36.1522192, -86.7984352)",POINT (-86.7984352 36.1522192),"[36.152219200000005, -86.7984352]",2020-07-24,1.0,0,0,0.0,0.0
36424,37203.0,36.152644011602476,-86.80703220674589,"(36.152644011602476, -86.80703220674589)",POINT (-86.80703220674589 36.15264401160248),"[36.152644011602476, -86.80703220674589]",2020-04-14,1.0,0,0,0.0,0.0
36745,37203.0,36.1490396,-86.77227289999998,"(36.1490396, -86.77227289999999)",POINT (-86.77227289999998 36.1490396),"[36.1490396, -86.77227289999998]",2020-04-14,1.0,0,0,0.0,0.0
37919,37203.0,36.14343561159857,-86.78414099999998,"(36.14343561159857, -86.78414099999999)",POINT (-86.78414099999998 36.14343561159857),"[36.14343561159857, -86.78414099999998]",2020-04-15,1.0,0,0,0.0,0.0
38365,37203.0,36.15206331160224,-86.80183740674589,"(36.152063311602234, -86.80183740674589)",POINT (-86.80183740674589 36.15206331160224),"[36.15206331160224, -86.80183740674589]",2020-04-22,1.0,0,0,0.0,0.0
38374,37203.0,36.151685,-86.78397939999998,"(36.151685, -86.78397939999999)",POINT (-86.78397939999998 36.151685),"[36.151685, -86.78397939999998]",2020-04-15,1.0,0,0,0.0,0.0
38391,37203.0,36.148990000000005,-86.79084,"(36.14899, -86.79084)",POINT (-86.79084 36.14899),"[36.148990000000005, -86.79084]",2020-04-15,1.0,0,0,0.0,0.0
38566,37203.0,36.15736769999999,-86.78149609999998,"(36.15736769999999, -86.7814961)",POINT (-86.78149609999998 36.15736769999999),"[36.15736769999999, -86.78149609999998]",2020-04-21,1.0,0,0,0.0,0.0
38567,37203.0,36.13469021159486,-86.78167209325409,"(36.13469021159486, -86.7816720932541)",POINT (-86.78167209325409 36.13469021159486),"[36.13469021159486, -86.78167209325409]",2020-04-21,1.0,0,0,0.0,0.0
38701,37203.0,36.164086011607324,-86.79042850674591,"(36.16408601160733, -86.79042850674591)",POINT (-86.79042850674591 36.16408601160732),"[36.164086011607324, -86.79042850674591]",2020-04-24,1.0,0,0,0.0,0.0
38772,37203.0,36.152652200000006,-86.7750016,"(36.1526522, -86.7750016)",POINT (-86.7750016 36.15265220000001),"[36.152652200000006, -86.7750016]",2020-04-23,1.0,0,0,0.0,0.0
39168,37203.0,36.14901270000001,-86.7986802,"(36.1490127, -86.7986802)",POINT (-86.79868020000001 36.14901270000001),"[36.14901270000001, -86.7986802]",2020-04-24,1.0,0,0,0.0,0.0
40028,37203.0,36.1442834,-86.81405140000001,"(36.1442834, -86.8140514)",POINT (-86.81405140000001 36.1442834),"[36.1442834, -86.81405140000001]",2020-05-05,1.0,0,0,0.0,0.0
40175,37203.0,36.1580116,-86.7888541,"(36.1580116, -86.7888541)",POINT (-86.78885409999999 36.1580116),"[36.1580116, -86.7888541]",2020-05-10,1.0,0,0,0.0,0.0
40235,37203.0,36.153315311602796,-86.79022929325409,"(36.1533153116028, -86.7902292932541)",POINT (-86.79022929325409 36.1533153116028),"[36.153315311602796, -86.79022929325409]",2020-04-26,1.0,0,0,0.0,0.0
40411,37203.0,36.148804399999996,-86.7950934,"(36.1488044, -86.7950934)",POINT (-86.7950934 36.1488044),"[36.148804399999996, -86.7950934]",2020-06-02,1.0,0,0,0.0,0.0
40595,37203.0,36.144448711599004,-86.81239509325407,"(36.144448711599004, -86.81239509325408)",POINT (-86.81239509325407 36.144448711599),"[36.144448711599004, -86.81239509325407]",2020-05-27,1.0,0,0,0.0,0.0
40705,37203.0,36.14904,-86.77226999999999,"(36.14904, -86.77227)",POINT (-86.77226999999999 36.14904),"[36.14904, -86.77226999999999]",2020-04-27,1.0,0,0,0.0,0.0
40814,37203.0,36.157069687185434,-86.80230882188759,"(36.15706968718543, -86.8023088218876)",POINT (-86.80230882188759 36.15706968718543),"[36.157069687185434, -86.80230882188759]",2020-04-27,1.0,0,0,0.0,0.0
40966,37203.0,36.149809999999995,-86.79634,"(36.14981, -86.79634)",POINT (-86.79634 36.14981),"[36.149809999999995, -86.79634]",2020-04-30,1.0,0,0,0.0,0.0
41098,37203.0,36.1529419,-86.7985137,"(36.1529419, -86.7985137)",POINT (-86.7985137 36.1529419),"[36.1529419, -86.7985137]",2020-04-27,1.0,0,0,0.0,0.0
41269,37203.0,36.142739450661246,-86.76833129904726,"(36.14273945066125, -86.76833129904726)",POINT (-86.76833129904726 36.14273945066125),"[36.142739450661246, -86.76833129904726]",2020-07-25,1.0,0,0,0.0,0.0
41348,37203.0,36.1509528104942,-86.79121645000002,"(36.150952810494196, -86.79121645000001)",POINT (-86.79121645000002 36.1509528104942),"[36.1509528104942, -86.79121645000002]",2020-07-26,1.0,0,0,0.0,0.0
41475,37203.0,36.14343561159857,-86.78414099999998,"(36.14343561159857, -86.78414099999999)",POINT (-86.78414099999998 36.14343561159857),"[36.14343561159857, -86.78414099999998]",2020-04-27,1.0,0,0,0.0,0.0
41544,37203.0,36.151247867985774,-86.77945132274034,"(36.151247867985774, -86.77945132274034)",POINT (-86.77945132274034 36.15124786798577),"[36.151247867985774, -86.77945132274034]",2020-04-27,1.0,0,0,0.0,0.0
41955,37203.0,36.1526700116025,-86.779758,"(36.1526700116025, -86.779758)",POINT (-86.779758 36.1526700116025),"[36.1526700116025, -86.779758]",2020-04-28,1.0,0,0,0.0,0.0
42157,37203.0,36.1527648,-86.7852235,"(36.1527648, -86.7852235)",POINT (-86.7852235 36.1527648),"[36.1527648, -86.7852235]",2020-05-04,1.0,0,0,0.0,0.0
42188,37203.0,36.153189000000005,-86.789934,"(36.153189, -86.789934)",POINT (-86.789934 36.153189),"[36.153189000000005, -86.789934]",2020-05-12,1.0,0,0,0.0,0.0
42191,37203.0,36.1524685,-86.7964432,"(36.1524685, -86.7964432)",POINT (-86.7964432 36.1524685),"[36.1524685, -86.7964432]",2020-05-11,1.0,0,0,0.0,0.0
43013,37203.0,36.1516624,-86.7799716,"(36.1516624, -86.7799716)",POINT (-86.7799716 36.1516624),"[36.1516624, -86.7799716]",2020-05-11,1.0,0,0,0.0,0.0
43091,37203.0,36.14996362321469,-86.79632630199194,"(36.14996362321469, -86.79632630199194)",POINT (-86.79632630199194 36.14996362321469),"[36.14996362321469, -86.79632630199194]",2020-05-11,1.0,0,0,0.0,0.0
43093,37203.0,36.143694599999996,-86.7792417,"(36.1436946, -86.7792417)",POINT (-86.7792417 36.1436946),"[36.143694599999996, -86.7792417]",2020-05-11,1.0,0,0,0.0,0.0
43125,37203.0,36.15547,-86.79377,"(36.15547, -86.79377)",POINT (-86.79376999999999 36.15547),"[36.15547, -86.79377]",2020-05-01,1.0,0,0,0.0,0.0
43313,37203.0,36.1311033,-86.77313830000001,"(36.1311033, -86.77313830000001)",POINT (-86.77313830000001 36.1311033),"[36.1311033, -86.77313830000001]",2020-04-29,1.0,0,0,0.0,0.0
43389,37203.0,36.16090689999999,-86.77782789999998,"(36.1609069, -86.77782789999999)",POINT (-86.77782789999998 36.16090689999999),"[36.16090689999999, -86.77782789999998]",2020-05-14,1.0,0,0,0.0,0.0
43414,37203.0,36.15075429733053,-86.79513721296694,"(36.150754297330536, -86.79513721296694)",POINT (-86.79513721296694 36.15075429733053),"[36.15075429733053, -86.79513721296694]",2020-07-26,1.0,0,0,0.0,0.0
43738,37203.0,36.15068223226039,-86.7954426141556,"(36.15068223226038, -86.79544261415559)",POINT (-86.7954426141556 36.15068223226039),"[36.15068223226039, -86.7954426141556]",2020-07-25,1.0,0,0,0.0,0.0
43740,37203.0,36.144511,-86.81237899999998,"(36.144511, -86.81237899999999)",POINT (-86.81237899999998 36.144511),"[36.144511, -86.81237899999998]",2020-05-01,1.0,0,0,0.0,0.0
43813,37203.0,36.151109999999996,-86.79208,"(36.15111, -86.79208)",POINT (-86.79208 36.15111),"[36.151109999999996, -86.79208]",2020-05-05,1.0,0,0,0.0,0.0
43952,37203.0,36.159114,-86.78283370000001,"(36.159114, -86.7828337)",POINT (-86.78283370000001 36.159114),"[36.159114, -86.78283370000001]",2020-05-14,1.0,0,0,0.0,0.0
